problem_id,level,accuracy,solved_count,error_count,rating,tag1,tag2,tag3,tag4,tag5
917856,E,0.55,164,271,3.5,Basic Programming,Brute Force,Sorting,Greedy,
917857,E,0.48,39,136,0.0,Geometry,Math,,,
917860,E,0.81,402,225,4.8,Ad-Hoc,Basic Programming,Implementation,,
917862,E,0.4,477,1102,4.0,Ad-Hoc,Math,,,
917863,E,0.83,501,366,3.5,Ad-Hoc,Implementation,Dynamic Programming,,
907710,E,0.32,109,370,0.0,Algorithms,,,,
917869,E,0.71,45,120,5.0,Implementation,Basic Programming,String Algorithms,,
917870,E,0.79,24,77,5.0,Combinatorics,Math,,,
915826,M,0.05,11,323,0.0,Math,,,,
915827,M,0.76,6,82,4.0,BFS,Graph Theory,Algorithms,,
905589,M,0.84,96,92,4.0,Data Structures,Algorithms,,,
906347,M,0.64,347,534,3.2,Brute Force,Dynamic Programming,Algorithms,,
926073,E,0.45,218,2041,3.4,Basic Programming,,,,
926074,E,0.72,59,828,3.6,Ad-Hoc,Basic Programming,Hashing,,
926075,M,0.48,26,558,3.8,Bit manipulation,Bitmask,,,
906348,M,0.54,128,2077,5.0,Recursion,Graph Theory,Algorithms,,
917888,E,0.7,436,257,3.4,Ad-Hoc,Basic Programming,,,
917889,E,0.35,188,488,4.5,Implementation,Dynamic Programming,,,
917890,M,0.39,88,519,4.6,Binary Search,Implementation,,,
917891,H,0.43,59,134,3.7,Segment Trees,Divide And Conquer,Data Structures,,
928877,E,0.45,1026,4429,4.2,Ad-Hoc,Basic Programming,,,
905963,,0.93,84,60,0.0,Sailesh Arya,,,,
905606,E,0.85,153,62,0.0,Algorithms,,,,
905607,E,0.92,67,14,0.0,Recursion,Algorithms,DFS,,
905608,H,0.21,4,31,0.0,Math,,,,
909708,,0.88,151,199,0.0,,,,,
905129,E,0.55,203,1021,3.0,Dynamic Programming,Algorithms,,,
915154,E,0.91,74,28,3.0,Algorithms,,,,
917917,,1.0,12,0,5.0,,,,,
911774,E,0.62,154,126,5.0,,,,,
917920,E,0.91,121,84,4.8,Implementation,Data Structures,Binary Search Tree,Hashing,
917921,E,0.91,88,37,5.0,Ad-Hoc,Implementation,Hashing,,
909426,H,0.18,14,849,0.0,Data Structures,,,,
917923,M,0.33,24,249,5.0,Combinatorics,Math,,,
917924,M,0.85,12,29,5.0,Data Structures,Dynamic Programming,,,
912500,,0.67,30,80,0.0,,,,,
911791,,0.98,30,1,0.0,,,,,
911792,,0.92,64,6,0.0,,,,,
911794,,0.91,42,4,0.0,,,,,
915573,E,0.88,46,49,1.0,Algorithms,,,,
936373,,0.92,43,13,3.1,,,,,
936376,,0.89,12,16,3.8,,,,,
907707,M,0.84,13,39,4.0,Ad-Hoc,Sorting,Algorithms,,
907708,M,0.27,23,241,5.0,Algorithms,,,,
907709,E,0.31,27,134,0.0,Basic Programming,Math,,,
917950,,0.92,35,38,4.4,,,,,
911479,E,0.76,179,258,4.0,Implementation,Data Structures,,,
917953,,0.94,25,24,4.5,,,,,
914893,,0.86,6,4,0.0,,,,,
909932,M,0.17,64,342,5.0,Algorithms,Game Theory,,,
905671,H,0.09,8,118,0.0,Math,,,,
936394,E-M,0.37,225,942,3.6,Segment Trees,Modular arithmetic,Math,,
936395,E-M,0.76,102,172,3.8,Data Structures,Segment Trees,,,
936396,M,0.87,42,26,4.1,Segment Trees,Dynamic Programming,,,
936397,M,0.72,100,148,3.6,Segment Trees,Graph Theory,Greedy,,
